route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
Q32,CS_E0-Weekday-SDon-091800_Q32_20,CS_E0-Weekday-SDon,JACKSON HTS NORTHERN-81 ST via ROOSEVELT,0,Q320044
Q12,CS_E0-Weekday-SDon-091900_Q12_14,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION via NORTHERN,1,Q120074
Q20A,CS_E0-Weekday-SDon-091900_Q32_14,CS_E0-Weekday-SDon,FLUSHING  MAIN ST STA,0,Q20A0045
Q44+,CS_E0-Weekday-SDon-091900_SBS44_60,CS_E0-Weekday-SDon,SELECT BUS JAMAICA via MAIN ST,1,SBS440052
Q20A,CS_E0-Weekday-SDon-092000_Q15_5,CS_E0-Weekday-SDon,FLUSHING  MAIN ST STA,0,Q20A0045
Q20B,CS_E0-Weekday-SDon-092000_Q20_32,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 14 AV,0,Q20B0027
Q44+,CS_E0-Weekday-SDon-092000_SBS44_22,CS_E0-Weekday-SDon,SELECT BUS FLUSHING MAIN ST STATION,0,SBS440057
Q20B,CS_E0-Weekday-SDon-092100_MISC_765,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 14 AV,0,Q20B0028
Q76,CS_E0-Weekday-SDon-092100_Q76_3,CS_E0-Weekday-SDon,COLLEGE PT 20 AV via FRANCIS LEWIS,0,Q760032
Q20A,CS_E0-Weekday-SDon-092200_MISC_805,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 20 AV,0,Q20A0044
Q12,CS_E0-Weekday-SDon-092200_Q12_24,CS_E0-Weekday-SDon,LITTLE NECK GLENWOOD ST VIA NORTHERN,0,Q120076
Q20B,CS_E0-Weekday-SDon-092200_Q20_28,CS_E0-Weekday-SDon,JAMAICA MERRICK BL via 14 AV via MAIN ST,1,Q20B0026
Q44+,CS_E0-Weekday-SDon-092200_SBS44_39,CS_E0-Weekday-SDon,SELECT BUS FLUSHING MAIN ST STATION,0,SBS440058
Q44+,CS_E0-Weekday-SDon-092200_SBS44_43,CS_E0-Weekday-SDon,SELECT BUS JAMAICA via MAIN ST,1,SBS440056
Q20A,CS_E0-Weekday-SDon-092400_MISC_739,CS_E0-Weekday-SDon,FLUSHING  MAIN ST STA,0,Q20A0045
Q44+,CS_E0-Weekday-SDon-092400_SBS44_27,CS_E0-Weekday-SDon,SELECT BUS FLUSHING MAIN ST STATION,0,SBS440058
Q28,CS_E0-Weekday-SDon-092500_MISC_785,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280065
Q76,CS_E0-Weekday-SDon-092500_MISC_808,CS_E0-Weekday-SDon,JAMAICA 165 ST TERM via FRANCIS LEWIS,1,Q760036
Q26,CS_E0-Weekday-SDon-092500_Q26_5,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q260038
Q44+,CS_E0-Weekday-SDon-092500_SBS44_32,CS_E0-Weekday-SDon,SELECT BUS BRONX ZOO via MAIN ST,0,SBS440053
Q32,CS_E0-Weekday-SDon-092600_MISC_746,CS_E0-Weekday-SDon,MIDTOWN PENN STA via ROOSEVELT via 5 AV,1,Q320042
Q44+,CS_E0-Weekday-SDon-092600_SBS44_26,CS_E0-Weekday-SDon,SELECT BUS JAMAICA via MAIN ST,1,SBS440052
Q13,CS_E0-Weekday-SDon-092700_MISC_736,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q130034
Q28,CS_E0-Weekday-SDon-092700_MISC_798,CS_E0-Weekday-SDon,BAY TERRACE BELL BL,0,Q280064
Q48,CS_E0-Weekday-SDon-092700_Q48_6,CS_E0-Weekday-SDon,LAGUARDIA AIRPORT,1,Q480015
Q31,CS_E0-Weekday-SDon-092800_MISC_730,CS_E0-Weekday-SDon,BAYSIDE 27 AV FRANCIS LEWIS BL,0,Q310047
Q15A,CS_E0-Weekday-SDon-092800_MISC_801,CS_E0-Weekday-SDon,BEECHHURST POWELLS COVE BL via 10 AV,0,Q15A0041
Q32,CS_E0-Weekday-SDon-092800_Q32_6,CS_E0-Weekday-SDon,JACKSON HTS NORTHERN-81 ST via ROOSEVELT,0,Q320044
Q20B,CS_E0-Weekday-SDon-093000_MISC_712,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 14 AV,0,Q20B0029
Q31,CS_E0-Weekday-SDon-093000_MISC_755,CS_E0-Weekday-SDon,JAMAICA LIRR,1,Q310006
Q13,CS_E0-Weekday-SDon-093000_MISC_796,CS_E0-Weekday-SDon,FORT TOTTEN,0,Q130033
Q20A,CS_E0-Weekday-SDon-093000_Q20_20,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 20 AV,0,Q20A0043
Q12,CS_E0-Weekday-SDon-093100_Q12_22,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION via NORTHERN,1,Q120074
Q15A,CS_E0-Weekday-SDon-093100_Q15_7,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION via 10 AV,1,Q15A0048
Q20A,CS_E0-Weekday-SDon-093200_MISC_792,CS_E0-Weekday-SDon,JAMAICA MERRICK BL via 20 AV via MAIN ST,1,Q20A0042
Q12,CS_E0-Weekday-SDon-093200_Q12_15,CS_E0-Weekday-SDon,LITTLE NECK GLENWOOD ST VIA NORTHERN,0,Q120076
Q76,CS_E0-Weekday-SDon-093300_MISC_776,CS_E0-Weekday-SDon,COLLEGE PT 20 AV via FRANCIS LEWIS,0,Q760032
Q16,CS_E0-Weekday-SDon-093300_MISC_791,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION via UTOPIA,1,Q160040
Q44+,CS_E0-Weekday-SDon-093300_SBS44_33,CS_E0-Weekday-SDon,SELECT BUS JAMAICA via MAIN ST,1,SBS440052
Q44+,CS_E0-Weekday-SDon-093300_SBS44_34,CS_E0-Weekday-SDon,SELECT BUS BRONX ZOO via MAIN ST,0,SBS440053
Q32,CS_E0-Weekday-SDon-093400_Q32_15,CS_E0-Weekday-SDon,MIDTOWN PENN STA via ROOSEVELT via 5 AV,1,Q320042
Q16,CS_E0-Weekday-SDon-093500_Q16_3,CS_E0-Weekday-SDon,FORT TOTTEN via FRANCIS LEWIS,0,Q160036
Q28,CS_E0-Weekday-SDon-093500_Q28_4,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280065
Q28,CS_E0-Weekday-SDon-093600_MISC_713,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280067
Q48,CS_E0-Weekday-SDon-093600_Q48_5,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,0,Q480009
Q13,CS_E0-Weekday-SDon-093700_MISC_781,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q130034
Q76,CS_E0-Weekday-SDon-093700_MISC_782,CS_E0-Weekday-SDon,JAMAICA 165 ST TERM via FRANCIS LEWIS,1,Q760036
Q28,CS_E0-Weekday-SDon-093700_MISC_799,CS_E0-Weekday-SDon,BAY TERRACE BELL BL,0,Q280064
Q28,CS_E0-Weekday-SDon-093800_MISC_706,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280067
Q32,CS_E0-Weekday-SDon-093800_MISC_734,CS_E0-Weekday-SDon,JACKSON HTS NORTHERN-81 ST via ROOSEVELT,0,Q320044
Q20B,CS_E0-Weekday-SDon-093800_MISC_795,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 14 AV,0,Q20B0027
Q31,CS_E0-Weekday-SDon-094000_MISC_728,CS_E0-Weekday-SDon,BAYSIDE 27 AV FRANCIS LEWIS BL,0,Q310047
Q13,CS_E0-Weekday-SDon-094000_MISC_787,CS_E0-Weekday-SDon,FORT TOTTEN,0,Q130033
Q15,CS_E0-Weekday-SDon-094000_MISC_789,CS_E0-Weekday-SDon,BEECHHURST POWELLS COVE BL via 154 ST,0,Q150025
Q20B,CS_E0-Weekday-SDon-094000_Q20_11,CS_E0-Weekday-SDon,JAMAICA MERRICK BL via 14 AV via MAIN ST,1,Q20B0026
Q26,CS_E0-Weekday-SDon-094000_Q26_1,CS_E0-Weekday-SDon,FRESH MEADOWS HOLLIS COURT BL via 46 AV,0,Q260039
Q44+,CS_E0-Weekday-SDon-094000_SBS44_31,CS_E0-Weekday-SDon,SELECT BUS JAMAICA via MAIN ST,1,SBS440052
Q28,CS_E0-Weekday-SDon-094100_MISC_714,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280066
Q28,CS_E0-Weekday-SDon-094100_MISC_722,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280067
Q28,CS_E0-Weekday-SDon-094100_MISC_732,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280066
Q17,CS_E0-Weekday-SDon-094100_MISC_772,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,0,Q170047
Q44+,CS_E0-Weekday-SDon-094100_SBS44_61,CS_E0-Weekday-SDon,SELECT BUS BRONX ZOO via MAIN ST,0,SBS440053
Q32,CS_E0-Weekday-SDon-094200_MISC_751,CS_E0-Weekday-SDon,MIDTOWN PENN STA via ROOSEVELT via 5 AV,1,Q320042
Q31,CS_E0-Weekday-SDon-094200_MISC_800,CS_E0-Weekday-SDon,JAMAICA LIRR,1,Q310006
Q12,CS_E0-Weekday-SDon-094200_Q12_13,CS_E0-Weekday-SDon,LITTLE NECK GLENWOOD ST VIA NORTHERN,0,Q120076
Q17,CS_E0-Weekday-SDon-094300_MISC_769,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,0,Q170047
Q31,CS_E0-Weekday-SDon-094300_MISC_809,CS_E0-Weekday-SDon,BAYSIDE 27 AV FRANCIS LEWIS BL,0,Q310026
Q12,CS_E0-Weekday-SDon-094300_Q12_12,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION via NORTHERN,1,Q120074
Q31,CS_E0-Weekday-SDon-094300_Q26_4,CS_E0-Weekday-SDon,BAYSIDE 27 AV FRANCIS LEWIS BL,0,Q310026
Q17,CS_E0-Weekday-SDon-094500_MISC_719,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,0,Q170048
Q31,CS_E0-Weekday-SDon-094500_MISC_720,CS_E0-Weekday-SDon,BAYSIDE 27 AV FRANCIS LEWIS BL,0,Q310026
Q16,CS_E0-Weekday-SDon-094500_MISC_721,CS_E0-Weekday-SDon,FLUSHING MAIN ST STA via FRANCIS LEWIS,1,Q160039
Q28,CS_E0-Weekday-SDon-094500_MISC_793,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280065
Q28,CS_E0-Weekday-SDon-094500_Q31_4,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q280066
Q76,CS_E0-Weekday-SDon-094500_Q76_6,CS_E0-Weekday-SDon,COLLEGE PT 20 AV via FRANCIS LEWIS,0,Q760032
Q20A,CS_E0-Weekday-SDon-094600_Q20_35,CS_E0-Weekday-SDon,COLLEGE PT via MAIN ST via 20 AV,0,Q20A0043
Q13,CS_E0-Weekday-SDon-094700_MISC_783,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q130034
Q28,CS_E0-Weekday-SDon-094700_MISC_810,CS_E0-Weekday-SDon,BAY TERRACE BELL BL,0,Q280064
Q26,CS_E0-Weekday-SDon-094700_Q26_3,CS_E0-Weekday-SDon,FLUSHING MAIN ST STATION,1,Q260038
Q48,CS_E0-Weekday-SDon-094700_Q48_7,CS_E0-Weekday-SDon,LAGUARDIA AIRPORT,1,Q480015
