agency_id,route_id,route_short_name,route_long_name,route_type,route_desc,route_color,route_text_color
MTA NYCT,S94,S94,St. George - Staten Island Mall LTD,3,via Richmond Av (S44 Limited),FAA61A,FFFFFF
MTA NYCT,S96,S96,St. George - West Shore Plaza LTD,3,via Castleton Av (S46 Limited),006CB7,FFFFFF
MTA NYCT,S98,S98,St. George - Mariners Harbor LTD,3,via Forest Av (S48 Limited),EE352E,FFFFFF
MTA NYCT,SIM1,SIM1,Staten Island - Lower Manhattan Express,3,via Hylan Bl / Richmond Av,00933C,FFFFFF
MTA NYCT,SIM10,SIM10,Eltingville - Midtown Manhattan Express,3,via Hylan Bl,00933C,FFFFFF
MTA NYCT,SIM11,SIM11,New Dorp - Midtown Manhattan Express,3,via Hylan Bl / Madison Av / Lexington Av,00933C,FFFFFF
MTA NYCT,SIM15,SIM15,Eltingville - Lower Manhattan Express,3,via Richmond Rd,00933C,FFFFFF
MTA NYCT,SIM1C,SIM1C,Staten Island - Manhattan Express,3,via Hylan Bl / Richmond Av,00933C,FFFFFF
MTA NYCT,SIM2,SIM2,Staten Island - Lower Manhattan Express,3,via Huguenot Av / Hylan Bl,00933C,FFFFFF
MTA NYCT,SIM22,SIM22,Eltingville - Midtown Manhattan Express,3,via Arthur Kill Rd / Richmond Av,00933C,FFFFFF
MTA NYCT,SIM25,SIM25,Tottenville - Midtown Manhattan Express,3,via Rossville Av,00933C,FFFFFF
MTA NYCT,SIM26,SIM26,Tottenville - Midtown Manhattan Express,3,via Bloomingdale Rd,00933C,FFFFFF
MTA NYCT,SIM3,SIM3,Staten Island - Midtown Manhattan Express,3,via Watchogue Rd,00933C,FFFFFF
MTA NYCT,SIM30,SIM30,Sunnyside - Midtown Manhattan Express,3,via Forest Av,00933C,FFFFFF
MTA NYCT,SIM31,SIM31,Eltingville - Midtown Manhattan Express,3,via Forest Hill Rd,00933C,FFFFFF
MTA NYCT,SIM32,SIM32,Travis - Lower Manhattan Express,3,via N Gannon Av / Victory Bl,00933C,FFFFFF
MTA NYCT,SIM33,SIM33,Mariners Harbor - Greenwich Village Express,3,via N Gannon Av,00933C,FFFFFF
MTA NYCT,SIM33C,SIM33C,Mariners Harbor - Greenwich Village Express,3,via N Gannon Av,00933C,FFFFFF
MTA NYCT,SIM34,SIM34,Mariners Harbor - Lower Manhattan Express,3,via Watchogue Rd,00933C,FFFFFF
MTA NYCT,SIM35,SIM35,Port Richmond - Lower Manhattan Express,3,via Clove Rd,00933C,FFFFFF
MTA NYCT,SIM3C,SIM3C,Staten Island - Manhattan Express,3,via Watchogue Rd,00933C,FFFFFF
MTA NYCT,SIM4,SIM4,Staten Island - Lower Manhattan Express,3,via Richmond Av,00933C,FFFFFF
MTA NYCT,SIM4C,SIM4C,Staten Island - Manhattan Express,3,via Richmond Av,00933C,FFFFFF
MTA NYCT,SIM4X,SIM4X,Staten Island - Lower Manhattan Express,3,via Park and Ride / Church St,00933C,FFFFFF
MTA NYCT,SIM5,SIM5,Staten Island - Lower Manhattan Express,3,via F Capodanno / Giffords La,00933C,FFFFFF
MTA NYCT,SIM6,SIM6,Staten Island - Midtown Manhattan Express,3,via F Capodanno / Giffords La,00933C,FFFFFF
MTA NYCT,SIM7,SIM7,Staten Island - Greenwich village Express,3,via Hylan Bl / Richmond Av,00933C,FFFFFF
MTA NYCT,SIM8,SIM8,Staten Island - Midtown Manhattan Express,3,via Richmond Av / Woodrow Rd,00933C,FFFFFF
MTA NYCT,SIM8X,SIM8X,Staten Island - Midtown Manhattan Express,3,via Park and Ride / 42 St,00933C,FFFFFF
MTA NYCT,SIM9,SIM9,Eltingville - Greenwich Village Express,3,via F Capodanno Blvd,00933C,FFFFFF
