"service_id","date","exception_type"
"E7BF6A68","20191012","1"
"31F0335F","20191013","1"
"31F0335F","20191019","1"
"31F0335F","20191020","1"
"31F0335F","20191026","1"
"31F0335F","20191027","1"
"31F0335F","20191102","1"
"31F0335F","20191103","1"
"31F0335F","20191109","1"
"31F0335F","20191110","1"
"50A2AB6C","20191013","1"
"64B49B08","20191012","1"
"64B49B08","20191019","1"
"64B49B08","20191020","1"
"64B49B08","20191026","1"
"64B49B08","20191027","1"
"64B49B08","20191102","1"
"64B49B08","20191103","1"
"64B49B08","20191109","1"
"64B49B08","20191110","1"
"C33604F8","20191012","1"
"C33604F8","20191013","1"
"8FA9C264","20191019","1"
"8FA9C264","20191020","1"
"8FA9C264","20191026","1"
"8FA9C264","20191027","1"
"8FA9C264","20191102","1"
"8FA9C264","20191103","1"
"8FA9C264","20191109","1"
"8FA9C264","20191110","1"
"55F2EC72","20191014","1"
"6C02BB86","20191009","1"
"6C02BB86","20191010","1"
"6C02BB86","20191011","1"
"6C02BB86","20191015","1"
"6C02BB86","20191016","1"
"6C02BB86","20191017","1"
"6C02BB86","20191018","1"
"6C02BB86","20191021","1"
"6C02BB86","20191022","1"
"6C02BB86","20191023","1"
"6C02BB86","20191024","1"
"6C02BB86","20191025","1"
"6C02BB86","20191028","1"
"6C02BB86","20191029","1"
"6C02BB86","20191030","1"
"6C02BB86","20191031","1"
"6C02BB86","20191101","1"
"6C02BB86","20191104","1"
"6C02BB86","20191105","1"
"6C02BB86","20191106","1"
"6C02BB86","20191107","1"
"6C02BB86","20191108","1"
"3E992965","20191011","1"
"5D8173E7","20191009","1"
"5D8173E7","20191010","1"
"5D8173E7","20191014","1"
"5D8173E7","20191015","1"
"5D8173E7","20191016","1"
"5D8173E7","20191017","1"
"5D8173E7","20191018","1"
"5D8173E7","20191021","1"
"5D8173E7","20191022","1"
"5D8173E7","20191023","1"
"5D8173E7","20191024","1"
"5D8173E7","20191025","1"
"5D8173E7","20191028","1"
"5D8173E7","20191029","1"
"5D8173E7","20191030","1"
"5D8173E7","20191031","1"
"5D8173E7","20191101","1"
"5D8173E7","20191104","1"
"5D8173E7","20191105","1"
"5D8173E7","20191106","1"
"5D8173E7","20191107","1"
"5D8173E7","20191108","1"
"CDD570B4","20191009","1"
"CDD570B4","20191010","1"
"CDD570B4","20191011","1"
"CDD570B4","20191015","1"
"CDD570B4","20191016","1"
"CDD570B4","20191017","1"
"CDD570B4","20191018","1"
"CDD570B4","20191022","1"
"CDD570B4","20191023","1"
"CDD570B4","20191024","1"
"CDD570B4","20191025","1"
