"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"3","E41A6EE9","GO502_19_564","Oyster Bay","","0","01623120"
"3","E41A6EE9","GO502_19_565","Jamaica","","1","2111800B"
"3","E41A6EE9","GO502_19_566","Oyster Bay","","0","FEF53F87"
"3","E41A6EE9","GO502_19_568","Oyster Bay","","0","2111800B"
"3","E41A6EE9","GO502_19_570","Oyster Bay","","0","2111800B"
"3","E41A6EE9","GO502_19_572","Oyster Bay","","0","2111800B"
"3","E41A6EE9","GO502_19_574","Oyster Bay","","0","2111800B"
"10","E41A6EE9","GO502_19_600","Port Jefferson","","0","DECD0CE9"
"10","E41A6EE9","GO502_19_601","Huntington","","1","DECD0CE9"
"10","5AAFD7DC","GO502_19_602","Port Jefferson","","0","7790F343"
"10","163DE7C3","GO502_19_602_1","Port Jefferson","","0","901F9009"
"10","E41A6EE9","GO502_19_603","Hunterspoint Avenue","","1","95F39F15"
"10","E41A6EE9","GO502_19_604","Port Jefferson","","0","DECD0CE9"
"10","E41A6EE9","GO502_19_605","Penn Station","","1","C1307E0C"
"10","E41A6EE9","GO502_19_606","Port Jefferson","","0","7790F343"
"10","E41A6EE9","GO502_19_607","Long Island City","","1","214F696E"
"10","E41A6EE9","GO502_19_608","Port Jefferson","","0","901F9009"
"10","E41A6EE9","GO502_19_609","Long Island City","","1","214F696E"
"10","E41A6EE9","GO502_19_611","Hunterspoint Avenue","","1","95F39F15"
"10","E41A6EE9","GO502_19_613","Hunterspoint Avenue","","1","95F39F15"
"10","E41A6EE9","GO502_19_615","Penn Station","","1","C1307E0C"
"10","E41A6EE9","GO502_19_617","Hicksville","","1","901F9009"
"10","E41A6EE9","GO502_19_619","Hicksville","","1","901F9009"
"10","E41A6EE9","GO502_19_621","Huntington","","1","DECD0CE9"
"10","E41A6EE9","GO502_19_650","Port Jefferson","","0","901F9009"
"10","E41A6EE9","GO502_19_651","Jamaica","","1","7790F343"
"10","E41A6EE9","GO502_19_652","Port Jefferson","","0","901F9009"
"10","E41A6EE9","GO502_19_653","Huntington","","1","DECD0CE9"
"10","E41A6EE9","GO502_19_654","Port Jefferson","","0","DECD0CE9"
"10","E41A6EE9","GO502_19_655","Jamaica","","1","7790F343"
"10","E41A6EE9","GO502_19_656","Port Jefferson","","0","214F696E"
"10","E41A6EE9","GO502_19_657","Huntington","","1","38E56A97"
"10","E41A6EE9","GO502_19_658","Port Jefferson","","0","C1307E0C"
"10","E41A6EE9","GO502_19_659","Huntington","","1","DECD0CE9"
"10","E41A6EE9","GO502_19_660","Port Jefferson","","0","C1307E0C"
"10","E41A6EE9","GO502_19_662","Port Jefferson","","0","95F39F15"
"10","E41A6EE9","GO502_19_663","Hicksville","","1","901F9009"
"10","E41A6EE9","GO502_19_664","Port Jefferson","","0","214F696E"
