route_id,trip_id,service_id,trip_headsign,direction_id,shape_id,drt_advance_book_min,peak_offpeak
BX15,KB_F0-Sunday-104800_BX15_42,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX13,KB_F0-Sunday-104800_BX3_113,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX7,KB_F0-Sunday-104800_BX7_21,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX15,KB_F0-Sunday-104900_BX15_32,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX7,KB_F0-Sunday-105000_BX7_25,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX9,KB_F0-Sunday-105000_BX9_52,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
M100,KB_F0-Sunday-105100_M100_329,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
M100,KB_F0-Sunday-105100_M100_341,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
BX3,KB_F0-Sunday-105300_BX3_114,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX3,KB_F0-Sunday-105400_BX13_216,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX13,KB_F0-Sunday-105500_BX13_210,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX13,KB_F0-Sunday-105500_BX13_219,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX7,KB_F0-Sunday-105500_BX7_30,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX9,KB_F0-Sunday-105500_BX9_43,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX15,KB_F0-Sunday-105700_BX15_44,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX10,KB_F0-Sunday-105800_BX10_34,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX15,KB_F0-Sunday-105800_BX15_48,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX2,KB_F0-Sunday-105800_BX2_225,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX10,KB_F0-Sunday-105900_BX10_33,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX1,KB_F0-Sunday-105900_BX2_228,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX7,KB_F0-Sunday-105900_BX7_19,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX9,KB_F0-Sunday-105900_BX9_44,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX18,KB_F0-Sunday-106000_BX18_6,KB_F0-Sunday,RIVER PARK TOWERS,1,BX180067,0.0,0
BX1,KB_F0-Sunday-106000_BX2_220,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX3,KB_F0-Sunday-106000_BX3_129,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX2,KB_F0-Sunday-106100_BX1_125,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX13,KB_F0-Sunday-106200_BX13_220,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX3,KB_F0-Sunday-106200_BX3_130,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX13,KB_F0-Sunday-106300_BX13_225,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX7,KB_F0-Sunday-106300_BX7_22,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
M100,KB_F0-Sunday-106300_M100_327,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
M100,KB_F0-Sunday-106300_M100_336,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
BX15,KB_F0-Sunday-106400_BX15_54,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX9,KB_F0-Sunday-106500_BX9_32,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX15,KB_F0-Sunday-106800_BX15_56,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX3,KB_F0-Sunday-106800_BX3_122,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX9,KB_F0-Sunday-106800_BX9_38,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX7,KB_F0-Sunday-106900_BX7_31,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX13,KB_F0-Sunday-107000_BX13_208,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX13,KB_F0-Sunday-107000_BX13_218,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX3,KB_F0-Sunday-107000_BX3_125,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX7,KB_F0-Sunday-107000_BX7_32,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX9,KB_F0-Sunday-107000_BX9_30,KB_F0-Sunday,BWAY-225 ST,1,BX090119,0.0,0
BX15,KB_F0-Sunday-107100_BX15_37,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX2,KB_F0-Sunday-107100_BX2_221,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX10,KB_F0-Sunday-107300_BX10_16,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX2,KB_F0-Sunday-107300_BX2_217,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX1,KB_F0-Sunday-107300_BX2_222,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX10,KB_F0-Sunday-107400_BX10_23,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX3,KB_F0-Sunday-107500_BX3_126,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX7,KB_F0-Sunday-107500_BX7_26,KB_F0-Sunday,ISHAM ST,0,BX070165,0.0,0
BX9,KB_F0-Sunday-107500_BX9_37,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
M100,KB_F0-Sunday-107500_M100_330,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
M100,KB_F0-Sunday-107500_M100_335,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
BX13,KB_F0-Sunday-107700_BX13_228,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX1,KB_F0-Sunday-107700_BX1_138,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX3,KB_F0-Sunday-107700_BX3_115,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX13,KB_F0-Sunday-107800_BX13_222,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX15,KB_F0-Sunday-107800_BX15_45,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX15,KB_F0-Sunday-107800_BX15_55,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX7,KB_F0-Sunday-107800_BX7_28,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX9,KB_F0-Sunday-107800_BX9_33,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX2,KB_F0-Sunday-107900_BX1_119,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX18,KB_F0-Sunday-108100_BX18_6,KB_F0-Sunday,170 ST CONCOURSE,0,BX180077,0.0,0
BX7,KB_F0-Sunday-108100_BX7_20,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX3,KB_F0-Sunday-108300_BX3_132,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX3,KB_F0-Sunday-108400_BX3_123,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX13,KB_F0-Sunday-108500_BX13_221,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX15,KB_F0-Sunday-108500_BX15_52,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX2,KB_F0-Sunday-108500_BX2_226,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX13,KB_F0-Sunday-108500_BX3_113,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX9,KB_F0-Sunday-108500_BX9_40,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX7,KB_F0-Sunday-108600_BX7_27,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX1,KB_F0-Sunday-108700_BX1_139,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
M100,KB_F0-Sunday-108700_M100_328,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
M100,KB_F0-Sunday-108700_M100_343,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
BX10,KB_F0-Sunday-108800_BX10_30,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX15,KB_F0-Sunday-108800_BX15_58,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX9,KB_F0-Sunday-108800_BX9_35,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX10,KB_F0-Sunday-108900_BX10_25,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX1,KB_F0-Sunday-108900_BX1_127,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX18,KB_F0-Sunday-109000_BX18_5,KB_F0-Sunday,RIVER PARK TOWERS,1,BX180067,0.0,0
BX3,KB_F0-Sunday-109000_BX3_124,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX15,KB_F0-Sunday-109100_BX15_35,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX2,KB_F0-Sunday-109100_BX1_128,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX13,KB_F0-Sunday-109200_BX13_219,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX3,KB_F0-Sunday-109200_BX3_128,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX13,KB_F0-Sunday-109300_BX13_226,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX7,KB_F0-Sunday-109300_BX7_24,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX9,KB_F0-Sunday-109500_BX9_47,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX7,KB_F0-Sunday-109600_BX7_29,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX15,KB_F0-Sunday-109700_BX15_47,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX3,KB_F0-Sunday-109800_BX13_216,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX15,KB_F0-Sunday-109800_BX15_49,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX9,KB_F0-Sunday-109800_BX9_42,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
M100,KB_F0-Sunday-109900_M100_334,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
M100,KB_F0-Sunday-109900_M100_344,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
BX13,KB_F0-Sunday-110000_BX13_210,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX13,KB_F0-Sunday-110000_BX13_229,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX3,KB_F0-Sunday-110000_BX3_114,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX1,KB_F0-Sunday-110100_BX1_132,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX1,KB_F0-Sunday-110100_BX2_215,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX10,KB_F0-Sunday-110300_BX10_27,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX2,KB_F0-Sunday-110300_BX2_230,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX10,KB_F0-Sunday-110400_BX10_26,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX15,KB_F0-Sunday-110400_BX15_41,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX2,KB_F0-Sunday-110500_BX2_216,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX3,KB_F0-Sunday-110500_BX3_130,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX7,KB_F0-Sunday-110500_BX7_33,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX9,KB_F0-Sunday-110500_BX9_39,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX7,KB_F0-Sunday-110600_BX7_34,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX13,KB_F0-Sunday-110700_BX13_208,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX13,KB_F0-Sunday-110800_BX13_220,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX15,KB_F0-Sunday-110800_BX15_43,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX1,KB_F0-Sunday-110800_BX1_143,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX3,KB_F0-Sunday-110800_BX3_129,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX9,KB_F0-Sunday-110800_BX9_48,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX18,KB_F0-Sunday-111000_BX18_6,KB_F0-Sunday,RIVER PARK TOWERS,1,BX180067,0.0,0
BX9,KB_F0-Sunday-111000_BX9_49,KB_F0-Sunday,BWAY-225 ST,1,BX090119,0.0,0
BX18,KB_F0-Sunday-111100_BX18_5,KB_F0-Sunday,170 ST CONCOURSE,0,BX180077,0.0,0
BX7,KB_F0-Sunday-111100_BX7_21,KB_F0-Sunday,ISHAM ST,0,BX070165,0.0,0
M100,KB_F0-Sunday-111100_M100_331,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
M100,KB_F0-Sunday-111100_M100_342,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
BX15,KB_F0-Sunday-111200_BX15_38,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX3,KB_F0-Sunday-111300_BX3_125,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX9,KB_F0-Sunday-111300_BX9_45,KB_F0-Sunday,BWAY-225 ST,0,BX090130,0.0,0
BX1,KB_F0-Sunday-111400_BX1_137,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX13,KB_F0-Sunday-111500_BX13_218,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX13,KB_F0-Sunday-111500_BX13_222,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX2,KB_F0-Sunday-111500_BX1_133,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX3,KB_F0-Sunday-111500_BX3_119,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX9,KB_F0-Sunday-111500_BX9_41,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX2,KB_F0-Sunday-111700_BX2_227,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX7,KB_F0-Sunday-111700_BX7_30,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX10,KB_F0-Sunday-111800_BX10_33,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX15,KB_F0-Sunday-111800_BX15_50,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX7,KB_F0-Sunday-111800_BX7_23,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX9,KB_F0-Sunday-111800_BX9_43,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX10,KB_F0-Sunday-112000_BX10_34,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX1,KB_F0-Sunday-112000_BX1_135,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX3,KB_F0-Sunday-112000_BX3_115,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX9,KB_F0-Sunday-112000_BX9_52,KB_F0-Sunday,BWAY-225 ST,1,BX090119,0.0,0
BX15,KB_F0-Sunday-112100_BX15_42,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX13,KB_F0-Sunday-112200_BX13_224,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX13,KB_F0-Sunday-112300_BX13_228,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX3,KB_F0-Sunday-112300_BX3_126,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
M100,KB_F0-Sunday-112300_M100_337,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
M100,KB_F0-Sunday-112300_M100_339,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
BX9,KB_F0-Sunday-112500_BX9_44,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX15,KB_F0-Sunday-112800_BX15_57,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX3,KB_F0-Sunday-112800_BX3_123,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX9,KB_F0-Sunday-112800_BX9_32,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX1,KB_F0-Sunday-112900_BX2_218,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX7,KB_F0-Sunday-112900_BX7_22,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX13,KB_F0-Sunday-113000_BX13_223,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX2,KB_F0-Sunday-113000_BX2_219,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX13,KB_F0-Sunday-113000_BX3_113,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX3,KB_F0-Sunday-113000_BX3_132,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX7,KB_F0-Sunday-113000_BX7_31,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX15,KB_F0-Sunday-113100_BX15_48,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX18,KB_F0-Sunday-113100_BX18_6,KB_F0-Sunday,170 ST CONCOURSE,0,BX180077,0.0,0
BX1,KB_F0-Sunday-113200_BX2_229,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX10,KB_F0-Sunday-113300_BX10_23,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX2,KB_F0-Sunday-113500_BX1_140,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX7,KB_F0-Sunday-113500_BX7_32,KB_F0-Sunday,ISHAM ST,0,BX070165,0.0,0
BX9,KB_F0-Sunday-113500_BX9_38,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
M100,KB_F0-Sunday-113500_M100_329,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
M100,KB_F0-Sunday-113500_M100_341,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
BX3,KB_F0-Sunday-113700_BX3_128,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX13,KB_F0-Sunday-113800_BX13_219,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX3,KB_F0-Sunday-113800_BX3_124,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX9,KB_F0-Sunday-113800_BX9_34,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX13,KB_F0-Sunday-113900_BX13_210,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX1,KB_F0-Sunday-113900_BX2_228,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX10,KB_F0-Sunday-114000_BX10_30,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX15,KB_F0-Sunday-114000_BX15_54,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX18,KB_F0-Sunday-114000_BX18_5,KB_F0-Sunday,RIVER PARK TOWERS,1,BX180067,0.0,0
BX15,KB_F0-Sunday-114100_BX15_56,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX7,KB_F0-Sunday-114100_BX7_28,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX7,KB_F0-Sunday-114200_BX7_20,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX1,KB_F0-Sunday-114400_BX2_220,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
BX3,KB_F0-Sunday-114500_BX13_216,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX13,KB_F0-Sunday-114500_BX13_229,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX2,KB_F0-Sunday-114500_BX2_225,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX020070,0.0,0
BX3,KB_F0-Sunday-114500_BX3_114,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX9,KB_F0-Sunday-114500_BX9_33,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX13,KB_F0-Sunday-114700_BX13_220,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
M100,KB_F0-Sunday-114700_M100_332,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
M100,KB_F0-Sunday-114700_M100_336,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
BX10,KB_F0-Sunday-114800_BX10_28,KB_F0-Sunday,NORWOOD 205 ST STA,1,BX100172,0.0,0
BX2,KB_F0-Sunday-114800_BX1_125,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
BX9,KB_F0-Sunday-114800_BX9_40,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX15,KB_F0-Sunday-115100_BX15_55,KB_F0-Sunday,FORDHAM PLZ via 3 AV,0,BX150193,0.0,0
BX1,KB_F0-Sunday-115100_BX2_217,KB_F0-Sunday,RIVERDALE 231 ST via CONCOURSE,0,BX010057,0.0,0
BX15,KB_F0-Sunday-115200_BX15_45,KB_F0-Sunday,WEST HARLEM 12 AV via 3 AV via 125 ST,1,BX150176,0.0,0
BX13,KB_F0-Sunday-115300_BX13_208,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX3,KB_F0-Sunday-115300_BX13_225,KB_F0-Sunday,RIVERDALE BWAY-238 ST,0,BX030099,0.0,0
BX7,KB_F0-Sunday-115300_BX7_27,KB_F0-Sunday,RIVERDALE 263 ST,0,BX070183,0.0,0
BX3,KB_F0-Sunday-115400_BX3_129,KB_F0-Sunday,WASHINGTON HEIGHTS G W BRIDGE,1,BX030101,0.0,0
BX7,KB_F0-Sunday-115400_BX7_24,KB_F0-Sunday,WASHINGTON HEIGHTS 168 ST via BROADWAY,1,BX070005,0.0,0
BX9,KB_F0-Sunday-115500_BX9_35,KB_F0-Sunday,WEST FARMS,1,BX090150,0.0,0
BX13,KB_F0-Sunday-115600_BX13_218,KB_F0-Sunday,RIVER AV-149 ST,0,BX130259,0.0,0
BX9,KB_F0-Sunday-115800_BX9_47,KB_F0-Sunday,RIVERDALE 262 ST,0,BX090145,0.0,0
BX1,KB_F0-Sunday-115900_BX2_222,KB_F0-Sunday,MOTT HAVEN 138 ST via CONCOURSE,1,BX010056,0.0,0
M100,KB_F0-Sunday-115900_M100_330,KB_F0-Sunday,INWOOD 220 ST via AMSTERDAM via BROADWAY,0,M1000085,0.0,0
M100,KB_F0-Sunday-115900_M100_333,KB_F0-Sunday,E HARLEM 2 AV-127 ST,1,M1000002,0.0,0
BX10,KB_F0-Sunday-116000_BX10_27,KB_F0-Sunday,RIVERDALE 263 ST,0,BX100186,0.0,0
BX13,KB_F0-Sunday-116000_BX13_222,KB_F0-Sunday,WASHINGTON HEIGHTS G.W. BRIDGE,1,BX130280,0.0,0
BX2,KB_F0-Sunday-116000_BX1_136,KB_F0-Sunday,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,0,BX020058,0.0,0
