route_id,trip_id,service_id,trip_headsign,direction_id,shape_id,drt_advance_book_min,peak_offpeak
BX4,GH_F0-Weekday-077100_BX44A_113,GH_F0-Weekday,THE HUB 3 AV via WESTCHESTER AV,1,BX040086,0.0,0
BX12+,GH_F0-Weekday-077100_SBS12_227,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX22,GH_F0-Weekday-077300_BX22_9,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX28,GH_F0-Weekday-077300_BX238_14,GH_F0-Weekday,FORDHAM CENTER 192 ST via GUNHILL,1,BX280271,0.0,0
BX28,GH_F0-Weekday-077300_BX238_17,GH_F0-Weekday,CO-OP CITY EARHART LANE via GUNHILL,0,BX280289,0.0,0
BX41,GH_F0-Weekday-077400_BX41_16,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX16,GH_F0-Weekday-077500_BX16_1,GH_F0-Weekday,PELHAM ROPES AV via MUNDY LA,0,BX160101,0.0,0
BX38,GH_F0-Weekday-077500_BX238_10,GH_F0-Weekday,NORWOOD 205 ST STATION via GUNHILL,1,BX380111,0.0,0
BX29,GH_F0-Weekday-077500_BX29_504,GH_F0-Weekday,CITY ISLAND,0,BX290067,0.0,0
BX30,GH_F0-Weekday-077500_BX30_201,GH_F0-Weekday,CO-OP CITY EARHART LANE,0,BX300133,0.0,0
BX12+,GH_F0-Weekday-077500_SBS12_222,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX5,GH_F0-Weekday-077600_BX5_316,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX5,GH_F0-Weekday-077600_BX5_318,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX22,GH_F0-Weekday-077700_BX22_8,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX12,GH_F0-Weekday-077800_BX12_5,GH_F0-Weekday,SEDWICK AV via PELHAM PKY via FORDHAM RD,1,BX121525,0.0,0
BX26,GH_F0-Weekday-077800_BX26_114,GH_F0-Weekday,BEDFORD PK LEHMAN COLL via ALLERTON AV,1,BX260070,0.0,0
BX42,GH_F0-Weekday-077800_BX402_26,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX420119,0.0,0
BX41,GH_F0-Weekday-077800_BX41_13,GH_F0-Weekday,WILLAMSBRIDGE GUN HILL RD via WEBSTER,0,BX410305,0.0,0
BX12,GH_F0-Weekday-077800_BX5_301,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX12+,GH_F0-Weekday-077800_SBS12_225,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX4,GH_F0-Weekday-077900_BX402_12,GH_F0-Weekday,WESTCHTR SQ via WESTCHTR AV,0,BX040204,0.0,0
BX16,GH_F0-Weekday-078000_BX16_6,GH_F0-Weekday,NORWOOD 205 ST STA via MUNDY LA,1,BX160106,0.0,0
BX26,GH_F0-Weekday-078000_BX30_205,GH_F0-Weekday,CO-OP CITY EARHART LANE via ALLERTON AV,0,BX260071,0.0,0
BX34,GH_F0-Weekday-078000_BX34_102,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,1,BX340045,0.0,0
BX34,GH_F0-Weekday-078000_BX34_105,GH_F0-Weekday,WOODLAWN KATONAH AV,0,BX340047,0.0,0
BX4A,GH_F0-Weekday-078000_BX44A_110,GH_F0-Weekday,THE HUB via MTROPLTN OVAL via WESTCHSTER,1,BX04A0063,0.0,0
BX24,GH_F0-Weekday-078000_BX5_304,GH_F0-Weekday,HUTCHINSON METRO CENTER,1,BX240086,0.0,0
BX41+,GH_F0-Weekday-078000_SBS41_510,GH_F0-Weekday,SELECT BUS THE HUB 3AV - 149ST,1,SBS410067,0.0,0
BX24,GH_F0-Weekday-078100_BX5_307,GH_F0-Weekday,COUNTRY CLUB via PELHAM BAY,0,BX240072,0.0,0
BX12+,GH_F0-Weekday-078100_SBS12_207,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX41+,GH_F0-Weekday-078100_SBS41_516,GH_F0-Weekday,SELECT BUS WLIMSBRIDGE GUN HILL RD,0,SBS410066,0.0,0
BX38,GH_F0-Weekday-078300_BX238_3,GH_F0-Weekday,CO-OP CITY BAY PLAZA via GUNHILL,0,BX380083,0.0,0
BX40,GH_F0-Weekday-078300_BX402_33,GH_F0-Weekday,THROGGS NECK FORT SCHUYLR via TREMONT,0,BX400134,0.0,0
BX29,GH_F0-Weekday-078400_BX12_4,GH_F0-Weekday,CO-OP CITY BAY PLAZA,1,BX290060,0.0,0
BX5,GH_F0-Weekday-078400_BX5_309,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX12+,GH_F0-Weekday-078400_SBS12_228,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX22,GH_F0-Weekday-078500_BX22_24,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX5,GH_F0-Weekday-078500_BX5_308,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX30,GH_F0-Weekday-078600_BX238_6,GH_F0-Weekday,NORWOOD 205 ST STATION,1,BX300132,0.0,0
BX41,GH_F0-Weekday-078600_BX41_10,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX12+,GH_F0-Weekday-078600_SBS12_210,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX28,GH_F0-Weekday-078800_BX238_8,GH_F0-Weekday,FORDHAM CENTER 192 ST via GUNHILL,1,BX280271,0.0,0
BX22,GH_F0-Weekday-078900_BX22_22,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX12,GH_F0-Weekday-079000_BX12_7,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX16,GH_F0-Weekday-079000_BX16_2,GH_F0-Weekday,PELHAM ROPES AV via MUNDY LA,0,BX160101,0.0,0
BX38,GH_F0-Weekday-079000_BX238_12,GH_F0-Weekday,NORWOOD 205 ST STATION via GUNHILL,1,BX380111,0.0,0
BX28,GH_F0-Weekday-079000_BX238_18,GH_F0-Weekday,CO-OP CITY EARHART LANE via GUNHILL,0,BX280289,0.0,0
BX30,GH_F0-Weekday-079000_BX238_9,GH_F0-Weekday,CO-OP CITY EARHART LANE,0,BX300133,0.0,0
BX29,GH_F0-Weekday-079000_BX29_505,GH_F0-Weekday,CITY ISLAND,0,BX290067,0.0,0
BX41,GH_F0-Weekday-079000_BX41_5,GH_F0-Weekday,WILLAMSBRIDGE GUN HILL RD via WEBSTER,0,BX410305,0.0,0
BX12,GH_F0-Weekday-079000_BX5_305,GH_F0-Weekday,SEDWICK AV via PELHAM PKY via FORDHAM RD,1,BX121525,0.0,0
BX4A,GH_F0-Weekday-079100_BX44A_106,GH_F0-Weekday,WESTCHESTER AV via METROPOLITAN OVAL,0,BX04A0179,0.0,0
BX40,GH_F0-Weekday-079100_BX44A_117,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX400112,0.0,0
BX12+,GH_F0-Weekday-079100_SBS12_202,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX12+,GH_F0-Weekday-079100_SBS12_209,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX41+,GH_F0-Weekday-079200_SBS41_506,GH_F0-Weekday,SELECT BUS THE HUB 3AV - 149ST,1,SBS410067,0.0,0
BX5,GH_F0-Weekday-079300_BX12_11,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX5,GH_F0-Weekday-079300_BX12_6,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX26,GH_F0-Weekday-079300_BX30_203,GH_F0-Weekday,BEDFORD PK LEHMAN COLL via ALLERTON AV,1,BX260070,0.0,0
BX41+,GH_F0-Weekday-079300_SBS41_512,GH_F0-Weekday,SELECT BUS WLIMSBRIDGE GUN HILL RD,0,SBS410066,0.0,0
BX26,GH_F0-Weekday-079500_BX26_113,GH_F0-Weekday,CO-OP CITY EARHART LANE via ALLERTON AV,0,BX260071,0.0,0
BX16,GH_F0-Weekday-079500_BX34_109,GH_F0-Weekday,NORWOOD 205 ST STA via MUNDY LA,1,BX160106,0.0,0
BX42,GH_F0-Weekday-079500_BX44A_108,GH_F0-Weekday,THROGGS NECK HARDING AV via TREMONT,0,BX420149,0.0,0
BX4,GH_F0-Weekday-079500_BX44A_116,GH_F0-Weekday,THE HUB 3 AV via WESTCHESTER AV,1,BX040086,0.0,0
BX22,GH_F0-Weekday-079700_BX22_6,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX12+,GH_F0-Weekday-079700_SBS12_201,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX12+,GH_F0-Weekday-079700_SBS12_226,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX41,GH_F0-Weekday-079800_BX41_14,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX42,GH_F0-Weekday-079900_BX402_25,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX420119,0.0,0
BX34,GH_F0-Weekday-080000_BX16_11,GH_F0-Weekday,WOODLAWN KATONAH AV,0,BX340047,0.0,0
BX34,GH_F0-Weekday-080000_BX16_8,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,1,BX340045,0.0,0
BX38,GH_F0-Weekday-080000_BX238_19,GH_F0-Weekday,CO-OP CITY BAY PLAZA via GUNHILL,0,BX380083,0.0,0
BX22,GH_F0-Weekday-080100_BX22_23,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX30,GH_F0-Weekday-080100_BX26_104,GH_F0-Weekday,NORWOOD 205 ST STATION,1,BX300132,0.0,0
BX5,GH_F0-Weekday-080100_BX5_315,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX12,GH_F0-Weekday-080200_BX12_14,GH_F0-Weekday,SEDWICK AV via PELHAM PKY via FORDHAM RD,1,BX121525,0.0,0
BX41,GH_F0-Weekday-080200_BX41_7,GH_F0-Weekday,WILLAMSBRIDGE GUN HILL RD via WEBSTER,0,BX410305,0.0,0
BX12,GH_F0-Weekday-080200_BX5_302,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX5,GH_F0-Weekday-080200_BX5_317,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX28,GH_F0-Weekday-080300_BX238_32,GH_F0-Weekday,FORDHAM CENTER 192 ST via GUNHILL,1,BX280271,0.0,0
BX4,GH_F0-Weekday-080300_BX402_8,GH_F0-Weekday,WESTCHTR SQ via WESTCHTR AV,0,BX040204,0.0,0
BX12+,GH_F0-Weekday-080300_SBS12_213,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX29,GH_F0-Weekday-080400_BX29_504,GH_F0-Weekday,CO-OP CITY BAY PLAZA,1,BX290060,0.0,0
BX4A,GH_F0-Weekday-080400_BX44A_109,GH_F0-Weekday,THE HUB via MTROPLTN OVAL via WESTCHSTER,1,BX04A0063,0.0,0
BX12+,GH_F0-Weekday-080400_SBS12_230,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX41+,GH_F0-Weekday-080400_SBS41_515,GH_F0-Weekday,SELECT BUS THE HUB 3AV - 149ST,1,SBS410067,0.0,0
BX16,GH_F0-Weekday-080500_BX16_7,GH_F0-Weekday,PELHAM ROPES AV via MUNDY LA,0,BX160101,0.0,0
BX38,GH_F0-Weekday-080500_BX238_25,GH_F0-Weekday,NORWOOD 205 ST STATION via GUNHILL,1,BX380111,0.0,0
BX30,GH_F0-Weekday-080500_BX30_204,GH_F0-Weekday,CO-OP CITY EARHART LANE,0,BX300133,0.0,0
BX29,GH_F0-Weekday-080500_BX5_312,GH_F0-Weekday,CITY ISLAND,0,BX290067,0.0,0
BX41+,GH_F0-Weekday-080500_SBS41_503,GH_F0-Weekday,SELECT BUS WLIMSBRIDGE GUN HILL RD,0,SBS410066,0.0,0
BX28,GH_F0-Weekday-080700_BX238_4,GH_F0-Weekday,CO-OP CITY EARHART LANE via GUNHILL,0,BX280289,0.0,0
BX40,GH_F0-Weekday-080700_BX44A_103,GH_F0-Weekday,THROGGS NECK FORT SCHUYLR via TREMONT,0,BX400134,0.0,0
BX26,GH_F0-Weekday-080800_BX26_101,GH_F0-Weekday,BEDFORD PK LEHMAN COLL via ALLERTON AV,1,BX260070,0.0,0
BX22,GH_F0-Weekday-080900_BX22_5,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX24,GH_F0-Weekday-080900_BX24_402,GH_F0-Weekday,COUNTRY CLUB via PELHAM BAY,0,BX240072,0.0,0
BX12+,GH_F0-Weekday-080900_SBS12_211,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX5,GH_F0-Weekday-081000_BX12_10,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX16,GH_F0-Weekday-081000_BX16_12,GH_F0-Weekday,NORWOOD 205 ST STA via MUNDY LA,1,BX160106,0.0,0
BX26,GH_F0-Weekday-081000_BX26_117,GH_F0-Weekday,CO-OP CITY EARHART LANE via ALLERTON AV,0,BX260071,0.0,0
BX41,GH_F0-Weekday-081000_BX41_6,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX5,GH_F0-Weekday-081000_BX5_306,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX24,GH_F0-Weekday-081000_BX5_307,GH_F0-Weekday,HUTCHINSON METRO CENTER,1,BX240086,0.0,0
BX12+,GH_F0-Weekday-081000_SBS12_206,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX40,GH_F0-Weekday-081200_BX402_13,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX400112,0.0,0
BX22,GH_F0-Weekday-081300_BX22_4,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX12,GH_F0-Weekday-081400_BX12_16,GH_F0-Weekday,SEDWICK AV via PELHAM PKY via FORDHAM RD,1,BX121525,0.0,0
BX12,GH_F0-Weekday-081400_BX12_8,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX41,GH_F0-Weekday-081400_BX41_15,GH_F0-Weekday,WILLAMSBRIDGE GUN HILL RD via WEBSTER,0,BX410305,0.0,0
BX12+,GH_F0-Weekday-081400_SBS12_231,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX4A,GH_F0-Weekday-081500_BX44A_102,GH_F0-Weekday,WESTCHESTER AV via METROPOLITAN OVAL,0,BX04A0179,0.0,0
BX30,GH_F0-Weekday-081600_BX30_209,GH_F0-Weekday,NORWOOD 205 ST STATION,1,BX300132,0.0,0
BX41+,GH_F0-Weekday-081600_SBS41_519,GH_F0-Weekday,SELECT BUS THE HUB 3AV - 149ST,1,SBS410067,0.0,0
BX38,GH_F0-Weekday-081700_BX238_27,GH_F0-Weekday,CO-OP CITY BAY PLAZA via GUNHILL,0,BX380083,0.0,0
BX12+,GH_F0-Weekday-081700_SBS12_229,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX41+,GH_F0-Weekday-081700_SBS41_513,GH_F0-Weekday,SELECT BUS WLIMSBRIDGE GUN HILL RD,0,SBS410066,0.0,0
BX28,GH_F0-Weekday-081800_BX238_20,GH_F0-Weekday,FORDHAM CENTER 192 ST via GUNHILL,1,BX280271,0.0,0
BX42,GH_F0-Weekday-081800_BX402_18,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX420119,0.0,0
BX5,GH_F0-Weekday-081800_BX5_303,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX5,GH_F0-Weekday-081900_BX12_9,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX29,GH_F0-Weekday-081900_BX29_505,GH_F0-Weekday,CO-OP CITY BAY PLAZA,1,BX290060,0.0,0
BX42,GH_F0-Weekday-081900_BX402_34,GH_F0-Weekday,THROGGS NECK HARDING AV via TREMONT,0,BX420149,0.0,0
BX4,GH_F0-Weekday-081900_BX44A_114,GH_F0-Weekday,THE HUB 3 AV via WESTCHESTER AV,1,BX040086,0.0,0
BX29,GH_F0-Weekday-082000_BX12_4,GH_F0-Weekday,CITY ISLAND,0,BX290067,0.0,0
BX16,GH_F0-Weekday-082000_BX16_13,GH_F0-Weekday,PELHAM ROPES AV via MUNDY LA,0,BX160101,0.0,0
BX38,GH_F0-Weekday-082000_BX238_24,GH_F0-Weekday,NORWOOD 205 ST STATION via GUNHILL,1,BX380111,0.0,0
BX30,GH_F0-Weekday-082000_BX30_206,GH_F0-Weekday,CO-OP CITY EARHART LANE,0,BX300133,0.0,0
BX34,GH_F0-Weekday-082000_BX34_102,GH_F0-Weekday,WOODLAWN KATONAH AV,0,BX340047,0.0,0
BX34,GH_F0-Weekday-082000_BX34_105,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,1,BX340045,0.0,0
BX12+,GH_F0-Weekday-082000_SBS12_223,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX22,GH_F0-Weekday-082100_BX22_26,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX41,GH_F0-Weekday-082200_BX41_18,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX26,GH_F0-Weekday-082300_BX26_116,GH_F0-Weekday,BEDFORD PK LEHMAN COLL via ALLERTON AV,1,BX260070,0.0,0
BX12+,GH_F0-Weekday-082300_SBS12_205,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX28,GH_F0-Weekday-082400_BX238_31,GH_F0-Weekday,CO-OP CITY EARHART LANE via GUNHILL,0,BX280289,0.0,0
BX16,GH_F0-Weekday-082500_BX16_1,GH_F0-Weekday,NORWOOD 205 ST STA via MUNDY LA,1,BX160106,0.0,0
BX22,GH_F0-Weekday-082500_BX22_7,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX26,GH_F0-Weekday-082500_BX26_115,GH_F0-Weekday,CO-OP CITY EARHART LANE via ALLERTON AV,0,BX260071,0.0,0
BX12,GH_F0-Weekday-082600_BX12_15,GH_F0-Weekday,SEDWICK AV via PELHAM PKY via FORDHAM RD,1,BX121525,0.0,0
BX12,GH_F0-Weekday-082600_BX12_5,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX41,GH_F0-Weekday-082600_BX41_9,GH_F0-Weekday,WILLAMSBRIDGE GUN HILL RD via WEBSTER,0,BX410305,0.0,0
BX12+,GH_F0-Weekday-082600_SBS12_237,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX5,GH_F0-Weekday-082700_BX24_404,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX4,GH_F0-Weekday-082700_BX44A_113,GH_F0-Weekday,WESTCHTR SQ via WESTCHTR AV,0,BX040204,0.0,0
BX5,GH_F0-Weekday-082700_BX5_316,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX4A,GH_F0-Weekday-082800_BX402_17,GH_F0-Weekday,THE HUB via MTROPLTN OVAL via WESTCHSTER,1,BX04A0063,0.0,0
BX41+,GH_F0-Weekday-082800_SBS41_522,GH_F0-Weekday,SELECT BUS THE HUB 3AV - 149ST,1,SBS410067,0.0,0
BX41+,GH_F0-Weekday-082900_SBS41_510,GH_F0-Weekday,SELECT BUS WLIMSBRIDGE GUN HILL RD,0,SBS410066,0.0,0
BX12+,GH_F0-Weekday-083000_SBS12_232,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX30,GH_F0-Weekday-083100_BX30_219,GH_F0-Weekday,NORWOOD 205 ST STATION,1,BX300132,0.0,0
BX40,GH_F0-Weekday-083100_BX402_14,GH_F0-Weekday,THROGGS NECK FORT SCHUYLR via TREMONT,0,BX400134,0.0,0
BX40,GH_F0-Weekday-083200_BX402_24,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX400112,0.0,0
BX12+,GH_F0-Weekday-083200_SBS12_227,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX22,GH_F0-Weekday-083300_BX22_8,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX28,GH_F0-Weekday-083300_BX238_13,GH_F0-Weekday,FORDHAM CENTER 192 ST via GUNHILL,1,BX280271,0.0,0
BX38,GH_F0-Weekday-083400_BX26_102,GH_F0-Weekday,CO-OP CITY BAY PLAZA via GUNHILL,0,BX380083,0.0,0
BX41,GH_F0-Weekday-083400_BX41_11,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX29,GH_F0-Weekday-083400_BX5_312,GH_F0-Weekday,CO-OP CITY BAY PLAZA,1,BX290060,0.0,0
BX16,GH_F0-Weekday-083500_BX16_10,GH_F0-Weekday,PELHAM ROPES AV via MUNDY LA,0,BX160101,0.0,0
BX38,GH_F0-Weekday-083500_BX238_33,GH_F0-Weekday,NORWOOD 205 ST STATION via GUNHILL,1,BX380111,0.0,0
BX29,GH_F0-Weekday-083500_BX29_504,GH_F0-Weekday,CITY ISLAND,0,BX290067,0.0,0
BX30,GH_F0-Weekday-083500_BX30_208,GH_F0-Weekday,CO-OP CITY EARHART LANE,0,BX300133,0.0,0
BX5,GH_F0-Weekday-083500_BX5_308,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX5,GH_F0-Weekday-083600_BX24_403,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX12+,GH_F0-Weekday-083600_SBS12_203,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX22,GH_F0-Weekday-083700_BX22_24,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX12,GH_F0-Weekday-083800_BX29_503,GH_F0-Weekday,SEDWICK AV via PELHAM PKY via FORDHAM RD,1,BX121525,0.0,0
BX26,GH_F0-Weekday-083800_BX30_205,GH_F0-Weekday,BEDFORD PK LEHMAN COLL via ALLERTON AV,1,BX260070,0.0,0
BX42,GH_F0-Weekday-083800_BX402_27,GH_F0-Weekday,RIVER PARK TOWER via TREMONT,1,BX420119,0.0,0
BX41,GH_F0-Weekday-083800_BX41_16,GH_F0-Weekday,WILLAMSBRIDGE GUN HILL RD via WEBSTER,0,BX410305,0.0,0
BX12,GH_F0-Weekday-083800_BX5_305,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX12+,GH_F0-Weekday-083800_SBS12_225,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX28,GH_F0-Weekday-083900_BX238_11,GH_F0-Weekday,CO-OP CITY EARHART LANE via GUNHILL,0,BX280289,0.0,0
BX24,GH_F0-Weekday-083900_BX24_402,GH_F0-Weekday,HUTCHINSON METRO CENTER,1,BX240086,0.0,0
BX4A,GH_F0-Weekday-083900_BX44A_110,GH_F0-Weekday,WESTCHESTER AV via METROPOLITAN OVAL,0,BX04A0179,0.0,0
BX24,GH_F0-Weekday-083900_BX5_304,GH_F0-Weekday,COUNTRY CLUB via PELHAM BAY,0,BX240072,0.0,0
BX16,GH_F0-Weekday-084000_BX16_2,GH_F0-Weekday,NORWOOD 205 ST STA via MUNDY LA,1,BX160106,0.0,0
BX34,GH_F0-Weekday-084000_BX16_8,GH_F0-Weekday,WOODLAWN KATONAH AV,0,BX340047,0.0,0
BX26,GH_F0-Weekday-084000_BX26_114,GH_F0-Weekday,CO-OP CITY EARHART LANE via ALLERTON AV,0,BX260071,0.0,0
BX34,GH_F0-Weekday-084000_BX34_103,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,1,BX340045,0.0,0
BX41+,GH_F0-Weekday-084000_SBS41_517,GH_F0-Weekday,SELECT BUS THE HUB 3AV - 149ST,1,SBS410067,0.0,0
BX41+,GH_F0-Weekday-084100_SBS41_506,GH_F0-Weekday,SELECT BUS WLIMSBRIDGE GUN HILL RD,0,SBS410066,0.0,0
BX12+,GH_F0-Weekday-084200_SBS12_208,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX4,GH_F0-Weekday-084300_BX402_16,GH_F0-Weekday,THE HUB 3 AV via WESTCHESTER AV,1,BX040086,0.0,0
BX42,GH_F0-Weekday-084300_BX44A_104,GH_F0-Weekday,THROGGS NECK HARDING AV via TREMONT,0,BX420149,0.0,0
BX5,GH_F0-Weekday-084400_BX5_318,GH_F0-Weekday,BAY PLAZA via STORY AV via BRUCKNER BL,0,BX050402,0.0,0
BX5,GH_F0-Weekday-084400_BX5_319,GH_F0-Weekday,WEST FARMS RD SOUTHRN BL via BRCKNR,1,BX050004,0.0,0
BX12+,GH_F0-Weekday-084400_SBS12_228,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX22,GH_F0-Weekday-084500_BX22_22,GH_F0-Weekday,CASTLE HILL ZEREGA AV,1,BX220112,0.0,0
BX30,GH_F0-Weekday-084600_BX30_201,GH_F0-Weekday,NORWOOD 205 ST STATION,1,BX300132,0.0,0
BX41,GH_F0-Weekday-084600_BX41_17,GH_F0-Weekday,THE HUB 150 ST via WEBSTER,1,BX410304,0.0,0
BX12+,GH_F0-Weekday-084700_SBS12_207,GH_F0-Weekday,SELECT BUS BAY PLAZA CO-OP CITY,0,SBS120178,0.0,0
BX28,GH_F0-Weekday-084800_BX238_15,GH_F0-Weekday,FORDHAM CENTER 192 ST via GUNHILL,1,BX280271,0.0,0
BX22,GH_F0-Weekday-084900_BX22_6,GH_F0-Weekday,FORDHAM CENTER VALENTINE AV,0,BX220111,0.0,0
BX29,GH_F0-Weekday-084900_BX5_314,GH_F0-Weekday,CO-OP CITY BAY PLAZA,1,BX290060,0.0,0
BX12+,GH_F0-Weekday-084900_SBS12_202,GH_F0-Weekday,SELECT BUS BROADWAY INWOOD,1,SBS120177,0.0,0
BX12,GH_F0-Weekday-085000_BX12_14,GH_F0-Weekday,PELHAM BAY,0,BX121521,0.0,0
BX16,GH_F0-Weekday-085000_BX16_18,GH_F0-Weekday,PELHAM ROPES AV via MUNDY LA,0,BX160101,0.0,0
BX38,GH_F0-Weekday-085000_BX238_10,GH_F0-Weekday,CO-OP CITY BAY PLAZA via GUNHILL,0,BX380083,0.0,0
BX38,GH_F0-Weekday-085000_BX26_106,GH_F0-Weekday,NORWOOD 205 ST STATION via GUNHILL,1,BX380111,0.0,0
