route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
3,7671,9269344,Grand Central,6203,1,,5,1,0
3,7671,9269346,Stamford,6300,0,,16,1,0
3,7671,9269347,Grand Central,6301,1,,5,1,0
3,7671,9269348,Stamford,6302,0,,16,1,0
3,7671,9269349,Grand Central,6303,1,,5,1,0
3,7671,9269350,Stamford,6304,0,,16,1,0
3,7671,9269351,Grand Central,6305,1,,5,1,0
3,7671,9269352,Stamford,6306,0,,16,1,0
3,7671,9269353,Grand Central,6307,1,,5,1,0
3,7671,9269354,Stamford,6308,0,,16,1,0
3,7671,9269355,Grand Central,6309,1,,5,1,0
3,7671,9269356,Stamford,6310,0,,16,1,0
3,7671,9269357,Grand Central,6311,1,,5,1,0
3,7671,9269358,Stamford,6312,0,,16,1,0
3,7671,9269359,Grand Central,6313,1,,5,1,0
3,7671,9269360,Stamford,6314,0,,16,1,0
3,7671,9269361,Grand Central,6315,1,,5,1,0
3,7671,9269362,Stamford,6316,0,,16,1,0
3,7671,9269363,Grand Central,6317,1,,5,1,0
3,7671,9269364,Stamford,6318,0,,16,1,0
3,7671,9269365,Grand Central,6319,1,,5,1,0
3,7671,9269366,Stamford,6320,0,,16,1,0
3,7671,9269367,Grand Central,6321,1,,5,1,0
3,7671,9269368,Stamford,6322,0,,16,1,0
3,7671,9269369,Grand Central,6323,1,,5,1,0
3,7671,9269370,Stamford,6324,0,,16,1,0
3,7671,9269371,Grand Central,6325,1,,5,1,0
3,7671,9269372,Stamford,6326,0,,16,1,0
3,7671,9269373,Grand Central,6327,1,,5,1,0
3,7671,9269374,Stamford,6328,0,,16,1,0
3,7671,9269375,Grand Central,6329,1,,5,1,0
3,7671,9269376,Stamford,6330,0,,16,1,0
3,7671,9269377,Grand Central,6331,1,,5,1,0
3,7671,9269378,Stamford,6332,0,,16,1,0
3,7671,9269379,Grand Central,6333,1,,5,1,0
3,7671,9269380,Stamford,6334,0,,16,1,0
3,7671,9269381,Grand Central,6335,1,,5,1,0
3,7671,9269382,Stamford,6336,0,,16,1,0
3,7671,9269383,Grand Central,6337,1,,5,1,0
3,7671,9269384,Stamford,6338,0,,16,1,0
3,7671,9269385,Grand Central,6339,1,,5,1,0
3,7671,9269386,Stamford,6340,0,,16,1,0
3,7671,9269387,Grand Central,6341,1,,5,1,0
3,7671,9269388,Stamford,6342,0,,16,1,0
3,7671,9269389,Grand Central,6343,1,,5,1,0
3,7671,9269390,Stamford,6344,0,,16,1,0
3,7671,9269391,Grand Central,6345,1,,5,1,0
3,7671,9269392,Stamford,6346,0,,16,1,0
3,7671,9269393,Grand Central,6347,1,,5,1,0
3,7671,9269394,Stamford,6348,0,,16,1,0
3,7671,9269395,Grand Central,6349,1,,5,1,0
3,7671,9269396,Stamford,6350,0,,16,1,0
3,7671,9269397,Grand Central,6351,1,,5,1,0
3,7671,9269398,Stamford,6352,0,,16,1,0
3,7671,9269399,Grand Central,6353,1,,5,1,0
3,7671,9269400,Stamford,6354,0,,16,1,0
3,7671,9269401,Grand Central,6355,1,,5,1,0
3,7671,9269402,Stamford,6356,0,,16,1,0
3,7671,9269403,Grand Central,6357,1,,5,1,0
3,7671,9269404,Stamford,6358,0,,16,1,0
3,7671,9269405,Grand Central,6359,1,,5,1,0
3,7671,9269406,Stamford,6360,0,,16,1,0
3,7671,9269407,Grand Central,6361,1,,5,1,0
3,7671,9269408,Stamford,6362,0,,16,1,0
3,7671,9269409,Grand Central,6363,1,,5,1,0
3,7671,9269410,Stamford,6364,0,,16,1,0
3,7671,9269411,Grand Central,6365,1,,5,1,0
3,7671,9269412,Stamford,6366,0,,16,1,0
3,7671,9269413,Grand Central,6369,1,,5,1,0
3,7671,9269414,Stamford,6370,0,,16,1,0
3,7671,9269415,Grand Central,6371,1,,5,1,0
3,7671,9269416,Stamford,6372,0,,16,1,0
3,7671,9269417,Stamford,6374,0,,16,1,0
3,7671,9269418,Grand Central,6399,1,,5,1,0
3,7671,9269420,Grand Central,6419,1,,5,1,0
3,7671,9269421,Grand Central,6425,1,,5,1,0
3,7671,9269423,New Haven,6500,0,,16,1,0
3,7671,9269424,New Haven,6502,0,,16,1,0
3,7671,9269425,Grand Central,6503,1,,5,1,0
3,7671,9269426,New Haven,6504,0,,16,1,0
3,7671,9269427,Grand Central,6505,1,,5,1,0
3,7671,9269428,New Haven,6506,0,,16,1,0
3,7671,9269429,Grand Central,6509,1,,5,1,0
3,7671,9269430,New Haven,6510,0,,16,1,0
3,7671,9269431,Grand Central,6511,1,,5,1,0
3,7671,9269432,Grand Central,6513,1,,5,1,0
3,7671,9269433,New Haven,6514,0,,16,1,0
3,7671,9269434,Grand Central,6515,1,,5,1,0
3,7671,9269435,Grand Central,6517,1,,5,1,0
3,7671,9269436,New Haven,6518,0,,16,1,0
3,7671,9269437,Grand Central,6519,1,,5,1,0
3,7671,9269438,New Haven,6520,0,,16,1,0
3,7671,9269439,Grand Central,6521,1,,5,1,0
3,7671,9269440,New Haven,6522,0,,16,1,0
3,7671,9269441,Grand Central,6523,1,,5,1,0
3,7671,9269442,New Haven,6524,0,,16,1,0
3,7671,9269443,Grand Central,6525,1,,5,1,0
3,7671,9269444,New Haven,6526,0,,16,1,0
3,7671,9269445,Grand Central,6527,1,,5,1,0
3,7671,9269446,New Haven,6528,0,,16,1,0
3,7671,9269447,Grand Central,6529,1,,5,1,0
3,7671,9269448,New Haven,6530,0,,16,1,0
3,7671,9269449,Grand Central,6531,1,,5,1,0
3,7671,9269450,New Haven,6532,0,,16,1,0
3,7671,9269451,Grand Central,6533,1,,5,1,0
